validation_season,rank,strategy,protocol,family,calibration,n,target_rate,prediction_mean,prediction_std,brier,reference_brier,raw_skill,competition_score,log_loss,roc_auc,linear_weight
2024,3,refit__ensemble__raw_equal,refit,ensemble,none,253507,0.4861049201797189,0.49715441244259345,0.032252160326927584,0.24839581484656487,0.24980692675678798,0.005648810177297348,564.8810177297347,0.6899295499968128,0.544359690651349,0.5
2024,4,refit__ensemble__members_isotonic,refit,ensemble,members_isotonic,253507,0.4861049201797189,0.4872315391570043,0.03003165107276564,0.24863563400799957,0.24980692675678798,0.0046887921163562,468.87921163562,0.6904220810527087,0.5403223448860202,0.7676928144723931
2024,5,refit__ensemble__raw_fixed_l80,refit,ensemble,none,253507,0.4861049201797189,0.49736787417783385,0.029762602624970082,0.24865769813945943,0.24980692675678798,0.0046004673779419525,460.0467377941952,0.6904565833773957,0.5410646452787263,0.8
2024,6,refit__hgb__isotonic,refit,hgb,isotonic,253507,0.4861049201797189,0.493229688627302,0.026685435260466305,0.2486740109337983,0.24980692675678798,0.00453516576861257,453.516576861257,0.690718630925907,0.5432207579590151,
2024,7,refit__ensemble__raw_fixed_l90,refit,ensemble,none,253507,0.4861049201797189,0.4974390280895809,0.02954310077616599,0.24878345822064707,0.24980692675678798,0.004097038258420116,409.7038258420116,0.690709861979958,0.5392262555169101,0.9
2024,8,refit__linear__isotonic,refit,linear,isotonic,253507,0.4861049201797189,0.4854164730321813,0.033266630682841775,0.24878554058027816,0.24980692675678798,0.004088702382157083,408.87023821570835,0.6910275434210005,0.5369141331203099,
2024,9,refit__ensemble__post_isotonic,refit,ensemble,post_isotonic,253507,0.4861049201797189,0.4854164730321813,0.033266630682841775,0.24878554058027816,0.24980692675678798,0.004088702382157083,408.87023821570835,0.6910275434210005,0.5369141331203099,1.0
2024,10,refit__linear__logit_intercept,refit,linear,logit_intercept,253507,0.4861049201797189,0.4848820071120544,0.029625439892023212,0.2488005565743453,0.24980692675678798,0.004028591983049723,402.8591983049723,0.6907440224035629,0.537027251020936,
2024,11,refit__ensemble__post_logit_intercept,refit,ensemble,post_logit_intercept,253507,0.4861049201797189,0.4848820071120544,0.029625439892023212,0.2488005565743453,0.24980692675678798,0.004028591983049723,402.8591983049723,0.6907440224035629,0.537027251020936,1.0
2024,12,refit__ensemble__members_logit_intercept,refit,ensemble,members_logit_intercept,253507,0.4861049201797189,0.4848820071120544,0.029625439892023212,0.2488005565743453,0.24980692675678798,0.004028591983049723,402.8591983049723,0.6907440224035629,0.537027251020936,1.0
2024,13,refit__linear__affine_brier,refit,linear,affine_brier,253507,0.4861049201797189,0.48821314405231675,0.0231070285341377,0.24887418164007172,0.24980692675678798,0.003733864103873996,373.3864103873996,0.6908916527577569,0.537027251020936,
2024,14,refit__ensemble__post_affine_brier,refit,ensemble,post_affine_brier,253507,0.4861049201797189,0.48821314405231675,0.0231070285341377,0.24887418164007172,0.24980692675678798,0.003733864103873996,373.3864103873996,0.6908916527577569,0.537027251020936,1.0
2024,15,refit__ensemble__members_affine_brier,refit,ensemble,members_affine_brier,253507,0.4861049201797189,0.48821314405231675,0.0231070285341377,0.24887418164007172,0.24980692675678798,0.003733864103873996,373.3864103873996,0.6908916527577569,0.537027251020936,1.0
2024,16,refit__linear__platt,refit,linear,platt,253507,0.4861049201797189,0.4882487135210676,0.02302028222674572,0.24887674440525376,0.24980692675678798,0.0037236051202048648,372.36051202048645,0.6908968334400704,0.537027251020936,
2024,17,refit__ensemble__post_platt,refit,ensemble,post_platt,253507,0.4861049201797189,0.4882487135210676,0.02302028222674572,0.24887674440525376,0.24980692675678798,0.0037236051202048648,372.36051202048645,0.6908968334400704,0.537027251020936,1.0
2024,18,refit__ensemble__members_platt,refit,ensemble,members_platt,253507,0.4861049201797189,0.4882487135210676,0.02302028222674572,0.24887674440525376,0.24980692675678798,0.0037236051202048648,372.36051202048645,0.6908968334400704,0.537027251020936,1.0
2024,19,refit__linear__raw,refit,linear,none,253507,0.4861049201797189,0.4975101820013277,0.029647930640815303,0.24892845112694617,0.24980692675678798,0.0035166183790295014,351.66183790295014,0.6910021450095483,0.537027251020936,
2024,20,refit__ensemble__raw_weighted,refit,ensemble,none,253507,0.4861049201797189,0.4975101820013277,0.029647930640815303,0.24892845112694617,0.24980692675678798,0.0035166183790295014,351.66183790295014,0.6910021450095483,0.537027251020936,1.0
2024,21,frozen__linear__isotonic,frozen,linear,isotonic,253507,0.4861049201797189,0.4903980824288948,0.032600831114303765,0.24897405929293476,0.24980692675678798,0.0033340447147172103,333.404471471721,0.6911333968910633,0.5338165722844903,
2024,22,frozen__ensemble__post_isotonic,frozen,ensemble,post_isotonic,253507,0.4861049201797189,0.4903980824288948,0.032600831114303765,0.24897405929293476,0.24980692675678798,0.0033340447147172103,333.404471471721,0.6911333968910633,0.5338165722844903,1.0
2024,23,frozen__ensemble__members_isotonic,frozen,ensemble,members_isotonic,253507,0.4861049201797189,0.49240601533726935,0.02892965503764696,0.24899052228998195,0.24980692675678798,0.0032681418301938603,326.814183019386,0.6911231154086542,0.5333446983093795,0.7676928144723931
2024,24,frozen__linear__logit_intercept,frozen,linear,logit_intercept,253507,0.4861049201797189,0.4898855668333934,0.030817498546847455,0.2490188012343591,0.24980692675678798,0.0031549386266466195,315.49386266466195,0.691184054122698,0.5337867583904397,
2024,25,frozen__ensemble__post_logit_intercept,frozen,ensemble,post_logit_intercept,253507,0.4861049201797189,0.4898855668333934,0.030817498546847455,0.2490188012343591,0.24980692675678798,0.0031549386266466195,315.49386266466195,0.691184054122698,0.5337867583904397,1.0
2024,26,frozen__ensemble__members_logit_intercept,frozen,ensemble,members_logit_intercept,253507,0.4861049201797189,0.4898855668333934,0.030817498546847455,0.2490188012343591,0.24980692675678798,0.0031549386266466195,315.49386266466195,0.691184054122698,0.5337867583904397,1.0
2024,27,frozen__linear__affine_brier,frozen,linear,affine_brier,253507,0.4861049201797189,0.49211249420236153,0.024018230201337865,0.2490534147372534,0.24980692675678798,0.003016377605366438,301.63776053664384,0.6912518335831933,0.5337867583904397,
